ICSD/MP_ID,formula,sources,MinMass(F1),AverMass(F2),MaxMass(F3),MinPeriodNum(F4),AverPeriodNum(F5),MaxPeriodNum(F6),MinGroupNum(F7),AverGroupNum(F8),MaxGroupNum(F9),MinRaduis(F10),AverRaduis(F11),MaxRaduis(F12),MinEleNegativity(F13),AverEleNegativity(F14),MaxEleNegativity(F15),AverSValenceEleNum(F16),AverPValenceEleNum(F17),AverDValenceEleNum(F18),AverFValenceEleNum(F19),AverSUnfilledState(F20),AverPUnfilledState(F21),AverDUnfilledState(F22),AverFUnfilledState(F23),MinIonizationEner(F24),AverIonizationEner(F25),MaxIonizationEner(F26),MinEleAffinity(F27),AverEleAffinity(F28),MaxEleAffinity(F29),MinMeltingPoint(F30),AverMeltingPoint(F31),MaxMeltingPoint(F32),MinBoilingPoint(F33),AverBoilingPoint(F34),MaxBoilingPoint(F35),MinDensity(F36),AverDensity(F37),MaxDensity(F38),NegaMinGap(SN1),NegaAverGap(SN2),NegaMaxGap(SN3),MinNegaDipoleTotal(SN4),AverNegaDipoleTotal(SN5),MaxNegaDipoleTotal(SN6),MinNegaAnisoQuadrupole(SN7),AverNegaAnisoQuadrupole(SN8),MaxNegaAnisoQuadrupole(SN9),MinNegaAnisoPolar(SN10),AverNegaAnisoPolar(SN11),MaxNegaAnisoPolar(SN12),MinNegaTotalHyperPolar(SN13),AverNegaTotalHyperPolar(SN14),MaxNegaTotalHyperPolar(SN15),TotalNegaCharge(SN16),TotalNegaMultiplicity(SN17),MinNegaFlexibility(SN18),TotalNegaFlexibility(SN19),AverNegaFlexibility(SN20),MaxNegaFlexibility(SN21),AverNegaCharge(SN22),PosiMinGap(SP1),PosiAverGap(SP2),PosiMaxGap(SP3),MinPosiDipoleTotal(SP4),AverPosiDipoleTotal(SP5),MaxPosiDipoleTotal(SP6),MinPosiAnisoQuadrupole(SP7),AverPosiAnisoQuadrupole(SP8),MaxPosiAnisoQuadrupole(SP9),MinPosiAnisoPolar(SP10),AverPosiAnisoPolar(SP11),MaxPosiAnisoPolar(SP12),MinPosiTotalHyperPolar(SP13),AverPosiTotalHyperPolar(SP14),MaxPosiTotalHyperPolar(SP15),TotalPosiCharge(SP16),TotalPosiMultiplicity(SP17),MinPosiFlexibility(SP18),TotalPosiFlexibility(SP19),AverPosiFlexibility(SP20),MaxPosiFlexibility(SP21),Eg_PBE(eV),Eg_EXP(eV),delta_n,d_ij(pm/V)
262538,Sr3B6O11F2,ICSD,10.81,24.62,87.6,2,2.409,5,2,13.364,17,135,174.591,249,0.95,2.768,3.98,2,2.727,0,0,0,2.455,0,0,5.695,11.433,17.423,-1.51,0.904,3.339,53.53,815.592,2348,85.03,1443.875,4273,0.001,1.007,2.64,4.813,9.987,15.161,10.202,22.94,35.678,21.668,33.774,103.947,0,138.86,277.72,0,82.78,165.56,-4,2,0,0.07,0.035,0.07,-2,7.099,7.099,7.099,8.778,8.778,8.778,26.848,35.626,26.848,73.184,73.184,73.184,17561.2,17561.2,17561.2,0,1,0.167,0.167,0.167,0.167,5.42,,0.05,1.6675
262542,Ba3B6O11(OH)2,ICSD,1.008,28.619,137.33,1,2.417,6,1,12.25,16,120,173.833,268,0.89,2.668,3.44,1.917,2.417,0,0,0.083,2.333,0,0,5.212,11.236,13.618,-0.48,0.863,1.461,13.81,742.596,2348,20.28,1390.048,4273,0,1.046,3.62,4.813,7.595,10.377,12.534,24.106,35.678,30.445,76.08,103.947,4.326,141.023,277.72,165.56,374.672,583.784,-4,2,0,0.07,0.035,0.07,-2,7.437,7.437,7.437,8.29,8.29,8.29,25.893,34.183,25.893,58.06,58.06,58.06,11254.2,11254.2,11254.2,0,1,0.234,0.234,0.234,0.234,4.757,,0.014,1.11
262643,Li2In2GeS6,ICSD,6.938,46.233,114.82,2,3.273,5,1,12.545,16,180,185.545,211,0.98,2.092,2.58,1.818,2.545,2.727,0,0.182,2.364,0,0,5.392,8.401,10.36,0.3,1.423,2.077,388.36,482.578,1211.4,717.75,1393.864,3106,0.534,3.038,7.31,7.168,7.168,7.168,16.367,16.367,16.367,27.884,44.251,27.884,0,0,0,0.00E+00,0.00E+00,0.00E+00,-2,1,0,0,0,0,-2,7.236,9.39,13.142,0,0.005,0.012,12.964,4.326,33.482,1.932,36.496,84.863,0,18.734,28.308,0,3,0.044,0.167,0.056,0.066,2.32,3.45,,
262645,Li2In2GeSe6,ICSD,6.938,71.815,114.82,2,3.818,5,1,12.545,16,182,191,211,0.98,2.075,2.55,1.818,2.545,8.182,0,0.182,2.364,0,0,5.392,8.07,9.752,0.3,1.392,2.021,429.75,540.009,1211.4,958,1524.909,3106,0.534,4.533,7.31,6.489,6.489,6.489,24.204,24.204,24.204,60.983,85.187,60.983,0,0,0,0.00E+00,0.00E+00,0.00E+00,-2,1,0,0,0,0,-2,7.236,9.39,13.142,0,0.005,0.012,12.964,4.326,33.482,1.932,36.496,84.863,0,18.734,28.308,0,3,0.044,0.167,0.056,0.066,1.54,2.3,,
262881,NaBa4Al2B8O18Cl3,ICSD,10.81,30.752,137.33,2,2.611,6,1,13.278,17,152,179.556,268,0.89,2.651,3.44,1.972,2.694,0,0,0.028,2.472,0,0,5.139,10.788,13.618,-0.48,1.08,3.617,54.36,736.535,2348,90.2,1442.915,4273,0.001,1.107,3.62,4.813,8.79,11.269,3.625,24.994,35.68,2.735,25.906,109.396,0,118.64,277.72,0,62.848,165.56,-7,3,0,0.143,0.048,0.073,-2.333,6.246,6.842,7.437,1.865,5.077,8.29,25.893,18.024,30.739,58.06,68.029,77.998,9284.889,10269.545,11254.2,0,2,0.083,0.317,0.159,0.234,4.615,,0.016,1.495
263469,SrB5O7F3,ICSD,10.81,19.415,87.6,2,2.188,5,2,14.375,17,135,167.375,249,0.95,2.948,3.98,2,3,0,0,0,2.625,0,0,5.695,12.174,17.423,-1.51,1.257,3.339,53.53,833.194,2348,85.03,1494.156,4273,0.001,0.907,2.64,4.813,9.987,15.161,10.202,22.94,35.678,21.668,33.774,103.947,0,138.86,277.72,0,82.78,165.56,-4,2,0,0.07,0.035,0.07,-2,7.099,7.099,7.099,8.778,8.778,8.778,26.848,35.626,26.848,73.184,73.184,73.184,17561.2,17561.2,17561.2,0,1,0.167,0.167,0.167,0.167,7.098,6.89,0.086,1.4885
263515,Ca2B2SiO7,ICSD,10.81,20.155,40.08,2,2.417,4,2,13,16,152,176.667,231,1,2.672,3.44,2,2.667,0,0,0,2.333,0,0,6.113,11.025,13.618,-1.39,0.782,1.461,54.36,749.46,2348,90.2,1352.45,4273,0.001,0.847,2.37,4.813,4.855,4.896,29.954,32.816,35.678,46.699,56.166,103.947,0.438,139.079,277.72,165.56,387.301,609.043,-7,2,0.07,0.145,0.072,0.075,-3.5,7.107,7.107,7.107,8.746,8.746,8.746,25.832,34.578,25.832,60.506,60.506,60.506,14179.8,14179.8,14179.8,0,1,0.137,0.137,0.137,0.137,4.789,,0.015,0.6945
264388,CaB5O7F3,ICSD,10.81,16.445,40.08,2,2.125,4,2,14.375,17,135,166.25,231,1,2.951,3.98,2,3,0,0,0,2.625,0,0,6.113,12.2,17.423,-1.39,1.265,3.339,53.53,837.257,2348,85.03,1500.531,4273,0.001,0.838,2.37,4.813,9.987,15.161,10.202,22.94,35.678,21.668,33.774,103.947,0,138.86,277.72,0,82.78,165.56,-4,2,0,0.07,0.035,0.07,-2,7.107,7.107,7.107,8.746,8.746,8.746,25.832,34.578,25.832,60.506,60.506,60.506,14179.8,14179.8,14179.8,0,1,0.137,0.137,0.137,0.137,7.05,8.75,0.086,1.5835
280089,Na2ZnGeO4,ICSD,15.999,31.001,72.63,2,2.75,4,1,11.5,16,139,176.5,227,0.93,2.41,3.44,1.75,2.25,2.5,0,0.25,1.5,0,0,5.139,10.256,13.618,0.09,1.048,1.461,54.36,357.928,1211.4,90.2,869.85,3106,0.001,1.8,7.134,5.743,5.743,5.743,32.145,32.145,32.145,53.783,85.928,53.783,0.235,0.235,0.235,166.162,166.162,166.162,-4,1,0.046,0.046,0.046,0.046,-4,6.246,7.476,8.706,1.865,3.799,5.733,15.242,11.42,30.739,18.888,48.443,77.998,1934.71,5609.8,9284.889,0,2,0.046,0.129,0.065,0.083,2.665,,0.013,3.328
280304,HBO2,ICSD,1.008,10.954,15.999,1,1.75,2,1,11.5,16,120,154,192,2.04,2.78,3.44,1.75,2.25,0,0,0.25,2.25,0,0,8.298,12.283,13.618,0.277,0.988,1.461,13.81,617.633,2348,20.28,1118.42,4273,0,0.593,2.37,4.813,4.813,4.813,35.678,35.678,35.678,103.947,139.625,103.947,277.72,277.72,277.72,165.56,165.56,165.56,-3,1,0.07,0.07,0.07,0.07,-3,15.835,15.835,15.835,1.873,1.873,1.873,8.466,10.339,8.466,0.553,0.553,0.553,82.576,82.576,82.576,0,1,0,0,0,0,7.07,,0,0.346
280724,Na6Pb3P4S16,ICSD,22.99,48.157,207.2,3,3.31,6,1,12.552,16,180,192,227,0.93,2.159,2.58,1.793,2.828,1.034,1.448,0.207,1.931,0,0,5.139,8.993,10.487,0.36,1.399,2.077,317.3,396.913,600.61,553.65,920.71,2022,0.97,2.765,11.342,6.71,6.939,7.168,16.367,17.684,19.001,25.055,31.626,27.884,0,0.009,0.018,0,19.635,39.27,-5,2,0,0.107,0.054,0.107,-2.5,6.246,8.205,10.163,1.865,3.323,4.781,17.622,12.134,30.739,23.084,50.541,77.998,1398.39,5341.64,9284.889,0,2,0.061,0.144,0.072,0.083,2.33,,,17.86
281258,K(BGe2O6),ICSD,10.81,29.116,72.63,2,2.6,4,1,13.8,16,152,180.1,275,0.82,2.752,3.44,1.9,2.9,2,0,0.1,2.5,0,0,4.341,11.015,13.618,0.277,1.224,1.461,54.36,543.349,2348,90.2,1205.82,4273,0.001,1.391,5.323,4.813,5.278,5.743,32.145,33.912,35.678,53.783,60.803,103.947,0.235,138.978,277.72,165.56,165.861,166.162,-7,2,0.046,0.116,0.058,0.07,-3.5,5.294,5.294,5.294,2.639,2.639,2.639,34.753,37.392,34.753,230.047,230.047,230.047,30942.76,30942.76,30942.76,0,1,0.094,0.094,0.094,0.094,3.638,,0.017,1.1555
281322,H3(BO3),ICSD,1.008,8.833,15.999,1,1.571,2,1,9.143,16,120,144,192,2.04,2.709,3.44,1.571,1.857,0,0,0.429,1.571,0,0,8.298,12.849,13.618,0.277,0.989,1.461,13.81,364.644,2348,20.28,657.777,4273,0,0.339,2.37,4.813,4.813,4.813,35.678,35.678,35.678,103.947,139.625,103.947,277.72,277.72,277.72,165.56,165.56,165.56,-3,1,0.07,0.07,0.07,0.07,-3,15.835,15.835,15.835,1.873,1.873,1.873,8.466,10.339,8.466,0.553,0.553,0.553,82.576,82.576,82.576,0,1,0,0,0,0,6.08,,0.113,0.3615
291434,BaAl(BO3)F2,ICSD,10.81,32.639,137.33,2,2.625,6,2,13.75,17,135,171.25,268,0.89,2.853,3.98,2,3,0,0,0,2.25,0,0,5.212,11.9,17.423,-0.48,1.412,3.339,53.53,568.947,2348,85.03,1209.458,4273,0.001,1.087,3.62,4.813,10.087,15.161,10.202,27.187,35.68,21.668,34.409,109.396,0,118.64,277.72,0,62.848,165.56,-7,3,0,0.143,0.048,0.073,-2.333,7.437,7.437,7.437,8.29,8.29,8.29,25.893,34.183,25.893,58.06,58.06,58.06,11254.2,11254.2,11254.2,0,1,0.234,0.234,0.234,0.234,6.06,7.52,0.042,1.586
291589,NaBa4(GaB4O9)2Br3,ICSD,10.81,36.831,137.33,2,2.75,6,1,13.278,17,152,180.389,268,0.89,2.645,3.44,1.972,2.694,1.389,0,0.028,2.472,0,0,5.139,10.693,13.618,-0.48,1.051,3.365,54.36,709.364,2348,90.2,1433.151,4273,0.001,1.544,5.91,4.813,7.003,9.964,12.102,28.029,36.306,30.492,38.193,109.177,0,138.89,277.72,0,66.722,165.56,-7,3,0,0.112,0.037,0.07,-2.333,6.246,6.842,7.437,1.865,5.077,8.29,25.893,18.024,30.739,58.06,68.029,77.998,9284.889,10269.545,11254.2,0,2,0.083,0.317,0.159,0.234,3.406,,0.021,2.097
291596,K3Ba3Li2Al4B6O20F,ICSD,6.938,27.049,137.33,2,2.564,6,1,12.256,17,135,180.923,275,0.82,2.527,3.98,1.872,2.436,0,0,0.128,2.333,0,0,4.341,10.332,17.423,-0.48,0.956,3.339,53.53,612.291,2348,85.03,1321.308,4273,0.001,1.017,3.62,4.813,10.087,15.161,10.202,27.187,35.68,21.668,34.409,109.396,0,118.64,277.72,0,62.848,165.56,-7,3,0,0.143,0.048,0.073,-2.333,5.294,6.841,7.792,0.002,3.644,8.29,24.519,12.275,34.753,5.274,97.794,230.047,8.625,14068.528,30942.76,0,3,0.057,0.386,0.129,0.234,4.207,,0.054,1.333
291599,RbIO3,ICSD,15.999,52.074,126.905,2,3.2,5,1,13.2,17,152,191.4,303,0.82,2.76,3.44,1.8,3.4,2,0,0.2,1.4,0,0,4.177,11.096,13.618,0.468,1.582,3.059,54.36,172.478,386.85,90.2,337.83,961,0.001,1.293,4.93,6.831,6.831,6.831,2.989,2.989,2.989,19.659,22.648,19.659,42.618,42.618,42.618,2.839,2.839,2.839,-1,1,0.138,0.138,0.138,0.138,-1,5.014,5.014,5.014,4.599,4.599,4.599,33.92,38.519,33.92,303.357,303.357,303.357,60853.629,60853.629,60853.629,0,1,0.099,0.099,0.099,0.099,2.84,,0.058,1.95
291600,RbIO2F2,ICSD,15.999,47.061,126.905,2,3,5,1,14,17,135,179.167,303,0.82,3.053,3.98,1.833,3.833,1.667,0,0.167,1.167,0,0,4.177,12.785,17.423,0.468,2.188,3.339,53.53,152.515,386.85,85.03,294.835,961,0.001,1.078,4.93,6.831,10.996,15.161,2.989,6.595,10.202,19.659,16.425,21.668,0,21.309,42.618,0,1.42,2.839,-2,2,0,0.138,0.069,0.138,-1,5.014,5.014,5.014,4.599,4.599,4.599,33.92,38.519,33.92,303.357,303.357,303.357,60853.629,60853.629,60853.629,0,1,0.099,0.099,0.099,0.099,4.2,,0.021,1.794
300010,Li2(B4O7),ICSD,6.938,13.008,15.999,2,2,2,1,12.769,16,152,168.923,192,0.98,2.631,3.44,1.846,2.462,0,0,0.154,2.615,0,0,5.392,10.716,13.618,0.277,0.967,1.461,54.36,821.525,2348,90.2,1611.8,4273,0.001,0.812,2.37,4.813,4.813,4.813,35.678,35.678,35.678,103.947,139.625,103.947,277.72,277.72,277.72,165.56,165.56,165.56,-3,1,0.07,0.07,0.07,0.07,-3,7.792,7.792,7.792,0.002,0.002,0.002,24.519,24.522,24.519,5.274,5.274,5.274,8.625,8.625,8.625,0,1,0.057,0.057,0.057,0.057,5.67,7.3,0.064,0.1995
380488,KBSi2O6,ICSD,10.81,20.207,39.098,2,2.4,4,1,13.8,16,152,179.9,275,0.82,2.73,3.44,1.9,2.9,0,0,0.1,2.5,0,0,4.341,11.065,13.618,0.277,1.231,1.461,54.36,638.469,2348,90.2,1292.22,4273,0.001,0.793,2.37,4.813,4.855,4.896,29.954,32.816,35.678,46.699,56.166,103.947,0.438,139.079,277.72,165.56,387.301,609.043,-7,2,0.07,0.145,0.072,0.075,-3.5,5.294,5.294,5.294,2.639,2.639,2.639,34.753,37.392,34.753,230.047,230.047,230.047,30942.76,30942.76,30942.76,0,1,0.094,0.094,0.094,0.094,5.552,,0.001,0.2515
401178,Na5(B2P3O13),ICSD,10.81,19.021,30.974,2,2.348,3,1,12.348,16,152,175.435,227,0.93,2.61,3.44,1.783,2.739,0,0,0.217,1.957,0,0,5.139,10.904,13.618,0.277,1.066,1.461,54.36,356.927,2348,90.2,746.067,4273,0.001,0.655,2.37,4.813,5.762,6.71,19.001,27.34,35.678,25.055,39.867,103.947,0.018,138.869,277.72,39.27,102.415,165.56,-6,2,0.07,0.177,0.089,0.107,-3,6.246,6.246,6.246,1.865,1.865,1.865,30.739,32.604,30.739,77.998,77.998,77.998,9284.889,9284.889,9284.889,0,1,0.083,0.083,0.083,0.083,5.212,,0.014,0.2355
404328,Pb(AsBO5),ICSD,10.81,46.616,207.2,2,2.75,6,13,15.25,16,152,167.375,202,2.04,2.969,3.44,2,3.25,2.5,1.75,0,2.75,0,0,7.417,11.703,13.618,0.277,1.094,1.461,54.36,538.801,2348,90.2,954.125,4273,0.001,2.437,11.342,4.813,6.11,7.407,35.678,38.207,40.735,103.947,95.784,115.154,0.038,138.879,277.72,26.703,96.132,165.56,-6,2,0.061,0.131,0.065,0.07,-3,10.163,10.163,10.163,4.781,4.781,4.781,17.622,22.402,17.622,23.084,23.084,23.084,1398.39,1398.39,1398.39,0,1,0.061,0.061,0.061,0.061,3.819,,0.046,1.2995
404329,Pb6(AsO4)(B(AsO4)4),ICSD,10.81,60.894,207.2,2,3.063,6,13,15.375,16,152,167.781,202,2.04,2.991,3.44,2,3.375,3.438,2.625,0,2.625,0,0,7.417,11.695,13.618,0.277,1.116,1.461,54.36,390.277,2348,90.2,707.625,4273,0.001,3.104,11.342,4.813,6.11,7.407,35.678,38.207,40.735,103.947,95.784,115.154,0.038,138.879,277.72,26.703,96.132,165.56,-6,2,0.061,0.131,0.065,0.07,-3,10.163,10.163,10.163,4.781,4.781,4.781,17.622,22.402,17.622,23.084,23.084,23.084,1398.39,1398.39,1398.39,0,1,0.061,0.061,0.061,0.061,0.935,,0.192,103.3985
404439,Ba(AsBO5),ICSD,10.81,37.882,137.33,2,2.75,6,2,13.75,16,152,175.625,268,0.89,2.789,3.44,2,3,1.25,0,0,2.25,0,0,5.212,11.427,13.618,-0.48,0.989,1.461,54.36,588.725,2348,90.2,972.625,4273,0.001,1.472,5.776,4.813,6.11,7.407,35.678,38.207,40.735,103.947,95.784,115.154,0.038,138.879,277.72,26.703,96.132,165.56,-6,2,0.061,0.131,0.065,0.07,-3,7.437,7.437,7.437,8.29,8.29,8.29,25.893,34.183,25.893,58.06,58.06,58.06,11254.2,11254.2,11254.2,0,1,0.234,0.234,0.234,0.234,4.404,,0.038,0.29
409171,Ba(Al2B2O7),ICSD,10.81,27.076,137.33,2,2.5,6,2,13.833,16,152,173.667,268,0.89,2.689,3.44,2,2.667,0,0,0,2.833,0,0,5.212,10.759,13.618,-0.48,0.932,1.461,54.36,661.95,2348,90.2,1410.95,4273,0.001,1.148,3.62,4.813,7.55,10.286,35.678,35.679,35.68,103.947,87.652,109.396,78.199,177.959,277.72,22.985,94.273,165.56,-6,2,0.07,0.143,0.072,0.073,-3,7.437,7.437,7.437,8.29,8.29,8.29,25.893,34.183,25.893,58.06,58.06,58.06,11254.2,11254.2,11254.2,0,1,0.234,0.234,0.234,0.234,4.755,,0.058,1.5405
409171,BaAl2B2O7,ICSD,10.81,27.076,137.33,2,2.5,6,2,13.833,16,152,173.667,268,0.89,2.689,3.44,2,2.667,0,0,0,2.833,0,0,5.212,10.759,13.618,-0.48,0.932,1.461,54.36,661.95,2348,90.2,1410.95,4273,0.001,1.148,3.62,4.813,4.813,4.813,35.678,35.678,35.678,103.947,139.625,103.947,529.423,529.423,529.423,362.668,362.668,362.668,-3,1,0.07,0.07,0.07,0.07,-3,7.437,7.666,7.895,0.003,4.146,8.29,25.893,22.578,36.863,33.026,50.405,67.783,47.812,13398.256,26748.7,0,2,0.066,0.3,0.15,0.234,4.65,6.89,0.058,1.5405
409640,Ba2(B5O9)Cl,ICSD,10.81,29.891,137.33,2,2.529,6,2,13.529,17,152,178.765,268,0.89,2.712,3.44,2,2.706,0,0,0,2.588,0,0,5.212,11.026,13.618,-0.48,1.011,3.617,54.36,847.111,2348,90.2,1573.877,4273,0.001,1.124,3.62,4.813,8.041,11.269,3.625,19.652,35.678,2.735,21.019,103.947,0,138.86,277.72,0,82.78,165.56,-4,2,0,0.07,0.035,0.07,-2,7.437,7.437,7.437,8.29,8.29,8.29,25.893,34.183,25.893,58.06,58.06,58.06,11254.2,11254.2,11254.2,0,1,0.234,0.234,0.234,0.234,5.393,,0.009,1.189
409686,KBiP2S6,ICSD,30.974,50.245,208.98,3,3.4,6,1,14.2,16,180,192.2,275,0.82,2.27,2.58,1.9,3.3,1,1.4,0.1,2.1,0,0,4.341,9.476,10.487,0.501,1.54,2.077,317.3,384.584,544.55,553.65,828.28,1837,0.89,2.674,9.807,6.71,6.939,7.168,16.367,17.684,19.001,25.055,31.626,27.884,0,0.009,0.018,0,19.635,39.27,-5,2,0,0.107,0.054,0.107,-2.5,5.294,8.087,10.881,0,1.32,2.639,26.155,14.397,34.753,33.468,131.758,230.047,1.051,15471.905,30942.76,0,2,0.039,0.134,0.067,0.094,2.23,,,18.7
409751,KSbP2S6,ICSD,30.974,41.523,121.76,3,3.3,5,1,14.2,16,180,192.1,275,0.82,2.273,2.58,1.9,3.3,1,0,0.1,2.1,0,0,4.341,9.612,10.487,0.501,1.553,2.077,317.3,420.507,903.78,553.65,830.58,1860,0.89,2.362,6.685,4.673,6.184,7.168,16.367,23.683,35.68,25.055,32.978,117.446,0,120.978,362.917,0,18.308,39.27,-8,3,0,0.159,0.053,0.107,-2.667,5.294,5.294,5.294,2.639,2.639,2.639,34.753,37.392,34.753,230.047,230.047,230.047,30942.76,30942.76,30942.76,0,1,0.094,0.094,0.094,0.094,2.27,,0.15,21.39
412516,BaB2S4,ICSD,10.81,41.033,137.33,2,3.143,6,2,13.143,16,180,196,268,0.89,2.184,2.58,2,2.571,0,0,0,2.571,0,0,5.212,9.035,10.36,-0.48,1.197,2.077,388.36,1035.634,2348,717.75,1941,4273,2.067,2.375,3.62,4.813,5.991,7.168,16.367,26.023,35.678,27.884,39.965,103.947,0,138.86,277.72,0,82.78,165.56,-5,2,0,0.07,0.035,0.07,-2.5,7.437,7.437,7.437,8.29,8.29,8.29,25.893,34.183,25.893,58.06,58.06,58.06,11254.2,11254.2,11254.2,0,1,0.234,0.234,0.234,0.234,2.75,,0.068,7.16
412710,Ca(B4O7),ICSD,10.81,16.276,40.08,2,2.167,4,2,13.833,16,152,171.917,231,1,2.77,3.44,2,2.667,0,0,0,2.833,0,0,6.113,11.219,13.618,-1.39,0.829,1.461,54.36,907.293,2348,90.2,1623.367,4273,0.001,0.919,2.37,4.813,4.813,4.813,35.678,35.678,35.678,103.947,139.625,103.947,277.72,277.72,277.72,165.56,165.56,165.56,-3,1,0.07,0.07,0.07,0.07,-3,7.107,7.107,7.107,8.746,8.746,8.746,25.832,34.578,25.832,60.506,60.506,60.506,14179.8,14179.8,14179.8,0,1,0.137,0.137,0.137,0.137,6.32,,0.005,2.1575
416362,Bi2B8O15,ICSD,10.81,29.777,208.98,2,2.32,6,13,14.96,16,152,169.2,207,2.02,2.878,3.44,2,2.96,0.8,1.12,0,3.04,0,0,7.289,11.409,13.618,0.277,1.041,1.461,54.36,827.54,2348,90.2,1568.44,4273,0.001,1.544,9.807,4.813,4.813,4.813,35.678,35.678,35.678,103.947,139.625,103.947,277.72,277.72,277.72,165.56,165.56,165.56,-3,1,0.07,0.07,0.07,0.07,-3,10.881,10.881,10.881,0,0,0,26.155,26.155,26.155,33.468,33.468,33.468,1.051,1.051,1.051,0,1,0.039,0.039,0.039,0.039,4.465,,0.118,1.539
416822,BiB3O6,ICSD,10.81,33.74,208.98,2,2.4,6,13,15,16,152,169.5,207,2.02,2.878,3.44,2,3,1,1.4,0,3,0,0,7.289,11.389,13.618,0.277,1.054,1.461,54.36,791.471,2348,90.2,1519.72,4273,0.001,1.693,9.807,4.813,4.813,4.813,35.678,35.678,35.678,103.947,139.625,103.947,277.72,277.72,277.72,165.56,165.56,165.56,-3,1,0.07,0.07,0.07,0.07,-3,10.881,10.881,10.881,0,0,0,26.155,26.155,26.155,33.468,33.468,33.468,1.051,1.051,1.051,0,1,0.039,0.039,0.039,0.039,3.86,,0.038,6.9665
417919,CsBa(B3O6),ICSD,10.81,36.242,137.33,2,2.727,6,1,12.545,16,152,190.818,343,0.79,2.585,3.44,1.909,2.455,0,0,0.091,2.455,0,0,3.894,10.519,13.618,-0.48,0.872,1.461,54.36,788.341,2348,90.2,1497.655,4273,0.001,1.152,3.62,4.813,4.813,4.813,35.678,35.678,35.678,103.947,139.625,103.947,277.72,277.72,277.72,165.56,165.56,165.56,-3,1,0.07,0.07,0.07,0.07,-3,5.389,6.413,7.437,2.367,5.328,8.29,25.893,18.275,28.297,58.06,162.28,266.501,11254.2,19309.873,27365.547,0,2,0.119,0.354,0.177,0.234,4.178,,0.089,0.07
419312,Ba2Mg(Ge2O7),ICSD,15.999,46.352,137.33,2,3.083,6,2,12.167,16,152,182.917,268,0.89,2.599,3.44,2,2.667,1.667,0,0,1.833,0,0,5.212,10.766,13.618,-0.48,0.979,1.461,54.36,477.193,1211.4,90.2,1045.533,3106,0.001,1.636,5.323,5.743,5.743,5.743,32.145,32.145,32.145,53.783,85.928,53.783,0.235,0.235,0.235,166.162,166.162,166.162,-4,1,0.046,0.046,0.046,0.046,-4,7.365,7.401,7.437,7.483,7.886,8.29,20.318,20.833,25.893,25.35,41.705,58.06,4843.68,8048.94,11254.2,0,2,0.083,0.318,0.159,0.234,3.595,,0.046,0.19
420033,KAg2PS4,ICSD,30.974,51.761,107.868,3,3.625,5,1,12.75,16,172,189.875,275,0.82,2.149,2.58,1.625,2.375,2.5,0,0.375,1.375,0,0,4.341,8.928,10.487,0.501,1.52,2.077,317.3,584.641,1234.93,553.65,1165.831,2435,0.89,3.998,10.501,6.71,6.939,7.168,16.367,17.684,19.001,25.055,31.626,27.884,0,0.009,0.018,0,19.635,39.27,-5,2,0,0.107,0.054,0.107,-2.5,5.294,6.714,8.134,2.639,3.378,4.117,17.654,12.205,34.753,49.389,139.718,230.047,3347.113,17144.937,30942.76,0,2,0.05,0.144,0.072,0.094,1.24,3.02,0.071,8.74
420286,LiF(B6O9),ICSD,6.938,13.811,18.998,2,2,2,1,14.118,17,135,166.882,192,0.98,2.833,3.98,1.941,2.765,0,0,0.059,2.882,0,0,5.392,11.48,17.423,0.277,1.104,3.339,53.53,887.319,2348,85.03,1655.872,4273,0.001,0.869,2.37,4.813,9.987,15.161,10.202,22.94,35.678,21.668,33.774,103.947,0,138.86,277.72,0,82.78,165.56,-4,2,0,0.07,0.035,0.07,-2,7.792,7.792,7.792,0.002,0.002,0.002,24.519,24.522,24.519,5.274,5.274,5.274,8.625,8.625,8.625,0,1,0.057,0.057,0.057,0.057,6.35,,0.075,0.37
420405,Ag2Te3Mo3O16,ICSD,15.999,47.599,127.6,2,3,5,6,14.333,16,152,167.542,209,1.93,2.987,3.44,1.792,3.167,2.708,0,0.208,1.583,0.625,0,7.092,11.723,13.618,0.746,1.422,1.971,54.36,591.483,2896,90.2,1034.675,4912,0.001,2.93,10.501,2.554,6.142,9.731,40.099,79.146,118.194,167.383,338.876,519.459,0.011,164.645,329.279,3.559,6250.88,12498.2,-8,2,0.062,0.179,0.089,0.116,-4,8.134,8.134,8.134,4.117,4.117,4.117,17.654,21.771,17.654,49.389,49.389,49.389,3347.113,3347.113,3347.113,0,1,0.05,0.05,0.05,0.05,2.02,2.85,0.15,
420517,(NH4)(BAsO4F),ICSD,1.008,15.564,74.922,1,1.833,4,1,10.667,17,120,146.25,192,2.04,2.817,3.98,1.667,2.333,0.833,0,0.333,1.667,0,0,8.298,13.245,17.423,-0.21,1.09,3.339,13.81,318.947,2348,20.28,480.359,4273,0,0.68,5.776,4.813,9.127,15.161,10.202,28.872,40.735,21.668,67.256,115.154,0,92.586,277.72,0,64.088,165.56,-7,3,0,0.131,0.044,0.07,-2.333,23.379,23.379,23.379,0.89,0.89,0.89,0.167,1.057,0.167,0.004,0.004,0.004,0.039,0.039,0.039,1,1,0,0,0,0,5.01,,0.035,1.9945
